Iteration-1

(Centre , 0 , 0 , Dormant , 25.0) : Stay = 0.0
(East , 2 , 2 , Dormant , 100.0) : Left = -31.14813788394961
(West , 2 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 100.0) : Up = -33.717274852549885
(North , 2 , 2 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 2 , 2 , Ready , 25.0) : Up = -32.34431488179058
(East , 2 , 2 , Ready , 25.0) : Shoot = -23.6045014032403
(West , 2 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 2 , 2 , Ready , 25.0) : Stay = 16.957259069489652
(North , 2 , 2 , Ready , 25.0) : Stay = 16.957259069489652
(Centre , 2 , 2 , Ready , 50.0) : Left = -42.387854741633674
(East , 2 , 2 , Ready , 50.0) : Shoot = -60.39434656620537
(West , 2 , 2 , Ready , 50.0) : Stay = 0.0
(South , 2 , 2 , Ready , 50.0) : Stay = -16.722707209564575
(North , 2 , 2 , Ready , 50.0) : Stay = -16.722707209564575
(Centre , 2 , 2 , Ready , 75.0) : Left = -42.881105350932856
(East , 2 , 2 , Ready , 75.0) : Left = -66.97760699582379
(West , 2 , 2 , Ready , 75.0) : Stay = 0.0
(South , 2 , 2 , Ready , 75.0) : Stay = -37.6549218501773
(North , 2 , 2 , Ready , 75.0) : Stay = -37.6549218501773
(Centre , 2 , 2 , Ready , 100.0) : Left = -42.881105350932856
(East , 2 , 2 , Ready , 100.0) : Left = -66.97760699582379
(West , 2 , 2 , Ready , 100.0) : Stay = 0.0
(South , 2 , 2 , Ready , 100.0) : Stay = -37.65492185017731
(North , 2 , 2 , Ready , 100.0) : Stay = -37.65492185017731
(Centre , 2 , 3 , Dormant , 25.0) : Shoot = 18.032049065306833
(East , 2 , 3 , Dormant , 25.0) : Shoot = 37.48743052347611
(West , 2 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 2 , 3 , Dormant , 25.0) : Stay = 20.976407761398335
(North , 2 , 3 , Dormant , 25.0) : Stay = 20.976407761398335
(Centre , 2 , 3 , Dormant , 50.0) : Left = -10.3902787483286
(East , 2 , 3 , Dormant , 50.0) : Shoot = 11.541075833706358
(West , 2 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 50.0) : Stay = -7.382095567466868
(North , 2 , 3 , Dormant , 50.0) : Stay = -7.382095567466868
(Centre , 2 , 3 , Dormant , 75.0) : Left = -14.577520301650356
(East , 2 , 3 , Dormant , 75.0) : Shoot = -21.439761665668776
(West , 2 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 75.0) : Up = -31.762821739054544
(North , 2 , 3 , Dormant , 75.0) : Down = -31.762821739054544
(Centre , 2 , 3 , Dormant , 100.0) : Left = -15.741357651192718
(East , 2 , 3 , Dormant , 100.0) : Left = -31.14813788394961
(West , 2 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 100.0) : Up = -33.717274852549885
(North , 2 , 3 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 2 , 3 , Ready , 25.0) : Up = -32.19270757125249
(East , 2 , 3 , Ready , 25.0) : Shoot = -23.50684401344327
(West , 2 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 2 , 3 , Ready , 25.0) : Stay = 17.297133428769452
(North , 2 , 3 , Ready , 25.0) : Stay = 17.297133428769452
(Centre , 2 , 3 , Ready , 50.0) : Left = -42.2973638957194
(East , 2 , 3 , Ready , 50.0) : Shoot = -59.186596318499355
(West , 2 , 3 , Ready , 50.0) : Stay = 0.0
(South , 2 , 3 , Ready , 50.0) : Stay = -11.648503960570865
(North , 2 , 3 , Ready , 50.0) : Stay = -11.648503960570865
(Centre , 2 , 3 , Ready , 75.0) : Left = -42.881105350932856
(East , 2 , 3 , Ready , 75.0) : Left = -66.97760699582379
(West , 2 , 3 , Ready , 75.0) : Stay = 0.0
(South , 2 , 3 , Ready , 75.0) : Stay = -34.948741949755316
(North , 2 , 3 , Ready , 75.0) : Stay = -34.948741949755316
(Centre , 2 , 3 , Ready , 100.0) : Left = -42.881105350932856
(East , 2 , 3 , Ready , 100.0) : Left = -66.97760699582379
(West , 2 , 3 , Ready , 100.0) : Stay = 0.0
(South , 2 , 3 , Ready , 100.0) : Stay = -37.65492185017731
(North , 2 , 3 , Ready , 100.0) : Stay = -37.65492185017731
Iteration-52

(Centre , 0 , 0 , Dormant , 25.0) : Left = -15.499129819492873
(East , 0 , 0 , Dormant , 25.0) : Hit = -29.32869237062866
(West , 0 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 25.0) : Up = -33.285382747675506
(North , 0 , 0 , Dormant , 25.0) : Down = -33.285382747675506
(Centre , 0 , 0 , Dormant , 50.0) : Left = -15.565990682281718
(East , 0 , 0 , Dormant , 50.0) : Hit = -29.68528363883582
(West , 0 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 50.0) : Up = -33.42277759218608
(North , 0 , 0 , Dormant , 50.0) : Down = -33.42277759218608
(Centre , 0 , 0 , Dormant , 75.0) : Left = -15.741357651192718
(East , 0 , 0 , Dormant , 75.0) : Left = -31.14813788394961
(West , 0 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 75.0) : Up = -33.717274852549885
(North , 0 , 0 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 0 , 0 , Dormant , 100.0) : Left = -15.741357651192718
(East , 0 , 0 , Dormant , 100.0) : Left = -31.14813788394961
(West , 0 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 100.0) : Up = -33.717274852549885
(North , 0 , 0 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 0 , 0 , Ready , 25.0) : Left = -42.733227850382875
(East , 0 , 0 , Ready , 25.0) : Left = -66.1730464783123
(West , 0 , 0 , Ready , 25.0) : Stay = 0.0
(South , 0 , 0 , Ready , 25.0) : Stay = -36.99458490752606
(North , 0 , 0 , Ready , 25.0) : Stay = -36.99458490752606
(Centre , 0 , 0 , Ready , 50.0) : Left = -42.881105350932856
(East , 0 , 0 , Ready , 50.0) : Left = -66.97760699582379
(West , 0 , 0 , Ready , 50.0) : Stay = 0.0
(South , 0 , 0 , Ready , 50.0) : Stay = -37.24715273943427
(North , 0 , 0 , Ready , 50.0) : Stay = -37.24715273943427
(Centre , 0 , 0 , Ready , 75.0) : Left = -42.881105350932856
(East , 0 , 0 , Ready , 75.0) : Left = -66.97760699582379
(West , 0 , 0 , Ready , 75.0) : Stay = 0.0
(South , 0 , 0 , Ready , 75.0) : Stay = -37.65492185017742
(North , 0 , 0 , Ready , 75.0) : Stay = -37.65492185017742
(Centre , 0 , 0 , Ready , 100.0) : Left = -42.881105350932856
(East , 0 , 0 , Ready , 100.0) : Left = -66.97760699582379
(West , 0 , 0 , Ready , 100.0) : Stay = 0.0
(South , 0 , 0 , Ready , 100.0) : Stay = -37.65492185017742
(North , 0 , 0 , Ready , 100.0) : Stay = -37.65492185017742
(Centre , 0 , 1 , Dormant , 25.0) : Right = 9.920561715910665
(East , 0 , 1 , Dormant , 25.0) : Shoot = 31.333913453671418
(West , 0 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 0 , 1 , Dormant , 25.0) : Stay = 15.940656721747926
(North , 0 , 1 , Dormant , 25.0) : Stay = 15.940656721747926
(Centre , 0 , 1 , Dormant , 50.0) : Left = -15.565990682281718
(East , 0 , 1 , Dormant , 50.0) : Hit = -29.68528363883582
(West , 0 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 50.0) : Up = -33.42277759218608
(North , 0 , 1 , Dormant , 50.0) : Down = -33.42277759218608
(Centre , 0 , 1 , Dormant , 75.0) : Left = -15.741357651192718
(East , 0 , 1 , Dormant , 75.0) : Left = -31.14813788394961
(West , 0 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 75.0) : Up = -33.717274852549885
(North , 0 , 1 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 0 , 1 , Dormant , 100.0) : Left = -15.741357651192718
(East , 0 , 1 , Dormant , 100.0) : Left = -31.14813788394961
(West , 0 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 100.0) : Up = -33.717274852549885
(North , 0 , 1 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 0 , 1 , Ready , 25.0) : Up = -34.38667861111366
(East , 0 , 1 , Ready , 25.0) : Shoot = -25.63314284000428
(West , 0 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 0 , 1 , Ready , 25.0) : Stay = 12.504310750931161
(North , 0 , 1 , Ready , 25.0) : Stay = 12.504310750931161
(Centre , 0 , 1 , Ready , 50.0) : Left = -42.881105350932856
(East , 0 , 1 , Ready , 50.0) : Left = -66.97760699582379
(West , 0 , 1 , Ready , 50.0) : Stay = 0.0
(South , 0 , 1 , Ready , 50.0) : Stay = -37.24715273943427
(North , 0 , 1 , Ready , 50.0) : Stay = -37.24715273943427
(Centre , 0 , 1 , Ready , 75.0) : Left = -42.881105350932856
(East , 0 , 1 , Ready , 75.0) : Left = -66.97760699582379
(West , 0 , 1 , Ready , 75.0) : Stay = 0.0
(South , 0 , 1 , Ready , 75.0) : Stay = -37.65492185017742
(North , 0 , 1 , Ready , 75.0) : Stay = -37.65492185017742
(Centre , 0 , 1 , Ready , 100.0) : Left = -42.881105350932856
(East , 0 , 1 , Ready , 100.0) : Left = -66.97760699582379
(West , 0 , 1 , Ready , 100.0) : Stay = 0.0
(South , 0 , 1 , Ready , 100.0) : Stay = -37.65492185017742
(North , 0 , 1 , Ready , 100.0) : Stay = -37.65492185017742
(Centre , 0 , 2 , Dormant , 25.0) : Shoot = 15.529036603061815
(East , 0 , 2 , Dormant , 25.0) : Shoot = 36.99205617159107
(West , 0 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 0 , 2 , Dormant , 25.0) : Stay = 20.589994115174793
(North , 0 , 2 , Dormant , 25.0) : Stay = 20.589994115174793
(Centre , 0 , 2 , Dormant , 50.0) : Left = -11.305374075102243
(East , 0 , 2 , Dormant , 50.0) : Shoot = 4.217845089465124
(West , 0 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 50.0) : Stay = -13.032764652284573
(North , 0 , 2 , Dormant , 50.0) : Stay = -13.032764652284573
(Centre , 0 , 2 , Dormant , 75.0) : Left = -15.741357651192718
(East , 0 , 2 , Dormant , 75.0) : Left = -31.14813788394961
(West , 0 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 75.0) : Up = -33.717274852549885
(North , 0 , 2 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 0 , 2 , Dormant , 100.0) : Left = -15.741357651192718
(East , 0 , 2 , Dormant , 100.0) : Left = -31.14813788394961
(West , 0 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 100.0) : Up = -33.717274852549885
(North , 0 , 2 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 0 , 2 , Ready , 25.0) : Up = -32.35422194823566
(East , 0 , 2 , Ready , 25.0) : Shoot = -23.608174653377553
(West , 0 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 0 , 2 , Ready , 25.0) : Stay = 16.934489118981457
(North , 0 , 2 , Ready , 25.0) : Stay = 16.934489118981457
(Centre , 0 , 2 , Ready , 50.0) : Left = -42.39033151806683
(East , 0 , 2 , Ready , 50.0) : Shoot = -60.4274056997393
(West , 0 , 2 , Ready , 50.0) : Stay = 0.0
(South , 0 , 2 , Ready , 50.0) : Stay = -16.932271869271155
(North , 0 , 2 , Ready , 50.0) : Stay = -16.932271869271155
(Centre , 0 , 2 , Ready , 75.0) : Left = -42.881105350932856
(East , 0 , 2 , Ready , 75.0) : Left = -66.97760699582379
(West , 0 , 2 , Ready , 75.0) : Stay = 0.0
(South , 0 , 2 , Ready , 75.0) : Stay = -37.654921850177416
(North , 0 , 2 , Ready , 75.0) : Stay = -37.654921850177416
(Centre , 0 , 2 , Ready , 100.0) : Left = -42.881105350932856
(East , 0 , 2 , Ready , 100.0) : Left = -66.97760699582379
(West , 0 , 2 , Ready , 100.0) : Stay = 0.0
(South , 0 , 2 , Ready , 100.0) : Stay = -37.65492185017742
(North , 0 , 2 , Ready , 100.0) : Stay = -37.65492185017742
(Centre , 0 , 3 , Dormant , 25.0) : Shoot = 17.973205609378486
(East , 0 , 3 , Dormant , 25.0) : Shoot = 37.48471380022726
(West , 0 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 0 , 3 , Dormant , 25.0) : Stay = 20.974749099024464
(North , 0 , 3 , Dormant , 25.0) : Stay = 20.974749099024464
(Centre , 0 , 3 , Dormant , 50.0) : Left = -10.396239344854704
(East , 0 , 3 , Dormant , 50.0) : Shoot = 11.492174818643864
(West , 0 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 50.0) : Stay = -7.419518768339811
(North , 0 , 3 , Dormant , 50.0) : Stay = -7.419518768339811
(Centre , 0 , 3 , Dormant , 75.0) : Left = -14.603897645022858
(East , 0 , 3 , Dormant , 75.0) : Shoot = -21.659816218075264
(West , 0 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 75.0) : Up = -31.80711550990296
(North , 0 , 3 , Dormant , 75.0) : Down = -31.80711550990296
(Centre , 0 , 3 , Dormant , 100.0) : Left = -15.741357651192718
(East , 0 , 3 , Dormant , 100.0) : Left = -31.14813788394961
(West , 0 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 100.0) : Up = -33.717274852549885
(North , 0 , 3 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 0 , 3 , Ready , 25.0) : Up = -32.193333191271876
(East , 0 , 3 , Ready , 25.0) : Shoot = -23.50702749246389
(West , 0 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 0 , 3 , Ready , 25.0) : Stay = 17.295627551610334
(North , 0 , 3 , Ready , 25.0) : Stay = 17.295627551610334
(Centre , 0 , 3 , Ready , 50.0) : Left = -42.29761130578173
(East , 0 , 3 , Ready , 50.0) : Shoot = -59.18989869627231
(West , 0 , 3 , Ready , 50.0) : Stay = 0.0
(South , 0 , 3 , Ready , 50.0) : Stay = -11.683176999388222
(North , 0 , 3 , Ready , 50.0) : Stay = -11.683176999388222
(Centre , 0 , 3 , Ready , 75.0) : Left = -42.881105350932856
(East , 0 , 3 , Ready , 75.0) : Left = -66.97760699582379
(West , 0 , 3 , Ready , 75.0) : Stay = 0.0
(South , 0 , 3 , Ready , 75.0) : Stay = -35.01006208354781
(North , 0 , 3 , Ready , 75.0) : Stay = -35.01006208354781
(Centre , 0 , 3 , Ready , 100.0) : Left = -42.881105350932856
(East , 0 , 3 , Ready , 100.0) : Left = -66.97760699582379
(West , 0 , 3 , Ready , 100.0) : Stay = 0.0
(South , 0 , 3 , Ready , 100.0) : Stay = -37.65492185017742
(North , 0 , 3 , Ready , 100.0) : Stay = -37.65492185017742
(Centre , 1 , 0 , Dormant , 25.0) : Up = -8.653556766237923
(East , 1 , 0 , Dormant , 25.0) : Left = -24.878481711631853
(West , 1 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 25.0) : Up = -27.56923231137496
(North , 1 , 0 , Dormant , 25.0) : Craft = 7.595467659627374
(Centre , 1 , 0 , Dormant , 50.0) : Left = -15.565990682281718
(East , 1 , 0 , Dormant , 50.0) : Hit = -29.68528363883582
(West , 1 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 50.0) : Up = -33.42277759218608
(North , 1 , 0 , Dormant , 50.0) : Craft = -33.14506026304264
(Centre , 1 , 0 , Dormant , 75.0) : Left = -15.741357651192718
(East , 1 , 0 , Dormant , 75.0) : Left = -31.14813788394961
(West , 1 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 75.0) : Up = -33.717274852549885
(North , 1 , 0 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 1 , 0 , Dormant , 100.0) : Left = -15.741357651192718
(East , 1 , 0 , Dormant , 100.0) : Left = -31.14813788394961
(West , 1 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 100.0) : Up = -33.717274852549885
(North , 1 , 0 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 1 , 0 , Ready , 25.0) : Up = -39.85224933283837
(East , 1 , 0 , Ready , 25.0) : Left = -64.73401764852781
(West , 1 , 0 , Ready , 25.0) : Stay = 0.0
(South , 1 , 0 , Ready , 25.0) : Stay = -32.01028919824398
(North , 1 , 0 , Ready , 25.0) : Craft = 6.531692110184349
(Centre , 1 , 0 , Ready , 50.0) : Left = -42.881105350932856
(East , 1 , 0 , Ready , 50.0) : Left = -66.97760699582379
(West , 1 , 0 , Ready , 50.0) : Stay = 0.0
(South , 1 , 0 , Ready , 50.0) : Stay = -37.24715273943427
(North , 1 , 0 , Ready , 50.0) : Craft = -34.318854442627945
(Centre , 1 , 0 , Ready , 75.0) : Left = -42.881105350932856
(East , 1 , 0 , Ready , 75.0) : Left = -66.97760699582379
(West , 1 , 0 , Ready , 75.0) : Stay = 0.0
(South , 1 , 0 , Ready , 75.0) : Stay = -37.65492185017742
(North , 1 , 0 , Ready , 75.0) : Stay = -37.65492185017742
(Centre , 1 , 0 , Ready , 100.0) : Left = -42.881105350932856
(East , 1 , 0 , Ready , 100.0) : Left = -66.97760699582379
(West , 1 , 0 , Ready , 100.0) : Stay = 0.0
(South , 1 , 0 , Ready , 100.0) : Stay = -37.65492185017742
(North , 1 , 0 , Ready , 100.0) : Stay = -37.65492185017742
(Centre , 1 , 1 , Dormant , 25.0) : Right = 10.242131392118866
(East , 1 , 1 , Dormant , 25.0) : Shoot = 31.71831809567475
(West , 1 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 1 , 1 , Dormant , 25.0) : Stay = 16.23793890587735
(North , 1 , 1 , Dormant , 25.0) : Stay = 16.23793890587735
(Centre , 1 , 1 , Dormant , 50.0) : Left = -15.565990682281718
(East , 1 , 1 , Dormant , 50.0) : Hit = -29.68528363883582
(West , 1 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 50.0) : Up = -33.42277759218608
(North , 1 , 1 , Dormant , 50.0) : Craft = -21.029805882745556
(Centre , 1 , 1 , Dormant , 75.0) : Left = -15.741357651192718
(East , 1 , 1 , Dormant , 75.0) : Left = -31.14813788394961
(West , 1 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 75.0) : Up = -33.717274852549885
(North , 1 , 1 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 1 , 1 , Dormant , 100.0) : Left = -15.741357651192718
(East , 1 , 1 , Dormant , 100.0) : Left = -31.14813788394961
(West , 1 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 100.0) : Up = -33.717274852549885
(North , 1 , 1 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 1 , 1 , Ready , 25.0) : Up = -34.26317272721871
(East , 1 , 1 , Ready , 25.0) : Shoot = -25.561264522987226
(West , 1 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 1 , 1 , Ready , 25.0) : Stay = 12.782741528933267
(North , 1 , 1 , Ready , 25.0) : Stay = 12.782741528933267
(Centre , 1 , 1 , Ready , 50.0) : Left = -42.881105350932856
(East , 1 , 1 , Ready , 50.0) : Left = -66.97760699582379
(West , 1 , 1 , Ready , 50.0) : Stay = 0.0
(South , 1 , 1 , Ready , 50.0) : Stay = -37.24715273943427
(North , 1 , 1 , Ready , 50.0) : Craft = -22.253056225562354
(Centre , 1 , 1 , Ready , 75.0) : Left = -42.881105350932856
(East , 1 , 1 , Ready , 75.0) : Left = -66.97760699582379
(West , 1 , 1 , Ready , 75.0) : Stay = 0.0
(South , 1 , 1 , Ready , 75.0) : Stay = -37.65492185017742
(North , 1 , 1 , Ready , 75.0) : Stay = -37.65492185017742
(Centre , 1 , 1 , Ready , 100.0) : Left = -42.881105350932856
(East , 1 , 1 , Ready , 100.0) : Left = -66.97760699582379
(West , 1 , 1 , Ready , 100.0) : Stay = 0.0
(South , 1 , 1 , Ready , 100.0) : Stay = -37.65492185017742
(North , 1 , 1 , Ready , 100.0) : Stay = -37.65492185017742
(Centre , 1 , 2 , Dormant , 25.0) : Shoot = 15.669859372097713
(East , 1 , 2 , Dormant , 25.0) : Shoot = 37.02421313921189
(West , 1 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 1 , 2 , Dormant , 25.0) : Stay = 20.614202956988407
(North , 1 , 2 , Dormant , 25.0) : Stay = 20.614202956988407
(Centre , 1 , 2 , Dormant , 50.0) : Left = -11.269711894751223
(East , 1 , 2 , Dormant , 50.0) : Shoot = 4.507257798052504
(West , 1 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 50.0) : Stay = -12.814885075962117
(North , 1 , 2 , Dormant , 50.0) : Stay = -12.814885075962117
(Centre , 1 , 2 , Dormant , 75.0) : Left = -15.741357651192718
(East , 1 , 2 , Dormant , 75.0) : Left = -31.14813788394961
(West , 1 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 75.0) : Up = -33.717274852549885
(North , 1 , 2 , Dormant , 75.0) : Down = -33.717274852549885
(Centre , 1 , 2 , Dormant , 100.0) : Left = -15.741357651192718
(East , 1 , 2 , Dormant , 100.0) : Left = -31.14813788394961
(West , 1 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 100.0) : Up = -33.717274852549885
(North , 1 , 2 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 1 , 2 , Ready , 25.0) : Up = -32.34441501886016
(East , 1 , 2 , Ready , 25.0) : Shoot = -23.604584400452463
(West , 1 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 1 , 2 , Ready , 25.0) : Stay = 16.956974842146586
(North , 1 , 2 , Ready , 25.0) : Stay = 16.956974842146586
(Centre , 1 , 2 , Ready , 50.0) : Left = -42.38791057557353
(East , 1 , 2 , Ready , 50.0) : Shoot = -60.395093423413506
(West , 1 , 2 , Ready , 50.0) : Stay = 0.0
(South , 1 , 2 , Ready , 50.0) : Stay = -16.72990036078502
(North , 1 , 2 , Ready , 50.0) : Stay = -16.72990036078502
(Centre , 1 , 2 , Ready , 75.0) : Left = -42.881105350932856
(East , 1 , 2 , Ready , 75.0) : Left = -66.97760699582379
(West , 1 , 2 , Ready , 75.0) : Stay = 0.0
(South , 1 , 2 , Ready , 75.0) : Stay = -37.654921850177416
(North , 1 , 2 , Ready , 75.0) : Stay = -37.654921850177416
(Centre , 1 , 2 , Ready , 100.0) : Left = -42.881105350932856
(East , 1 , 2 , Ready , 100.0) : Left = -66.97760699582379
(West , 1 , 2 , Ready , 100.0) : Stay = 0.0
(South , 1 , 2 , Ready , 100.0) : Stay = -37.65492185017742
(North , 1 , 2 , Ready , 100.0) : Stay = -37.65492185017742
(Centre , 1 , 3 , Dormant , 25.0) : Shoot = 18.03045015818775
(East , 1 , 3 , Dormant , 25.0) : Shoot = 37.48735544321623
(West , 1 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 1 , 3 , Dormant , 25.0) : Stay = 20.976705535766783
(North , 1 , 3 , Dormant , 25.0) : Stay = 20.976705535766783
(Centre , 1 , 3 , Dormant , 50.0) : Left = -10.390442554774062
(East , 1 , 3 , Dormant , 50.0) : Shoot = 11.539724392445223
(West , 1 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 50.0) : Stay = -7.384302906978029
(North , 1 , 3 , Dormant , 50.0) : Stay = -7.384302906978029
(Centre , 1 , 3 , Dormant , 75.0) : Left = -14.57824741192988
(East , 1 , 3 , Dormant , 75.0) : Shoot = -21.44584313596915
(West , 1 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 75.0) : Up = -31.76404124950443
(North , 1 , 3 , Dormant , 75.0) : Down = -31.76404124950443
(Centre , 1 , 3 , Dormant , 100.0) : Left = -15.741357651192718
(East , 1 , 3 , Dormant , 100.0) : Left = -31.14813788394961
(West , 1 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 100.0) : Up = -33.717274852549885
(North , 1 , 3 , Dormant , 100.0) : Down = -33.717274852549885
(Centre , 1 , 3 , Ready , 25.0) : Up = -32.192553004334634
(East , 1 , 3 , Ready , 25.0) : Shoot = -23.50684816339031
(West , 1 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 1 , 3 , Ready , 25.0) : Stay = 17.29743546477722
(North , 1 , 3 , Ready , 25.0) : Stay = 17.29743546477722
(Centre , 1 , 3 , Ready , 50.0) : Left = -42.297369460076226
(East , 1 , 3 , Ready , 50.0) : Shoot = -59.1866707729479
(West , 1 , 3 , Ready , 50.0) : Stay = 0.0
